approach_name,simulator_variant,batch_count,batch_size,num_training_sims,epochs,training_seed,network_seed,epoch,loss,mean/inference_mean,quantiles/inference_quantiles
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,113,0.10783211886882782,0.11965444684028625,0.09600979089736938
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,114,0.10756229609251022,0.1189088523387909,0.09621573984622955
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,115,0.10638286173343658,0.11814048141241074,0.09462524205446243
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,116,0.10622821748256683,0.11740943789482117,0.0950470045208931
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,117,0.10546755790710449,0.11667899787425995,0.09425612539052963
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,118,0.10567736625671387,0.1159684956073761,0.09538623690605164
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,119,0.10481895506381989,0.11525729298591614,0.09438060969114304
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,120,0.10335810482501984,0.11453873664140701,0.09217746555805206
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,121,0.10302752256393433,0.11385510861873627,0.09219992905855179
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,122,0.10387950390577316,0.11317580193281174,0.09458320587873459
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,123,0.10218575596809387,0.11254948377609253,0.09182203561067581
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,124,0.10140679776668549,0.11184810101985931,0.09096549451351166
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,125,0.10064606368541718,0.11116062849760056,0.0901314988732338
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,126,0.10076827555894852,0.11053405702114105,0.09100249409675598
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,127,0.09986881911754608,0.10988163948059082,0.08985599875450134
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,128,0.09995874762535095,0.10923968255519867,0.09067781269550323
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,129,0.09857556968927383,0.10854373872280121,0.08860740065574646
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,130,0.09927638620138168,0.10793282091617584,0.09061995148658752
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,131,0.09754183888435364,0.10732337832450867,0.08776029944419861
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,132,0.09732384979724884,0.10670509934425354,0.08794260025024414
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,133,0.09642026573419571,0.10606133937835693,0.08677919209003448
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,134,0.0965275764465332,0.10549531877040863,0.08755983412265778
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,135,0.09598889946937561,0.10489712655544281,0.08708066493272781
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,136,0.0952993631362915,0.10429313033819199,0.08630558848381042
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,137,0.09482097625732422,0.10367058217525482,0.08597137778997421
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,138,0.09455674886703491,0.10314179956912994,0.08597169816493988
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,139,0.0937030017375946,0.10259444266557693,0.08481155335903168
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,140,0.09325194358825684,0.10198787599802017,0.0845160186290741
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,141,0.09261097759008408,0.10143359005451202,0.08378836512565613
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,142,0.09286865592002869,0.10092917084693909,0.08480813354253769
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,143,0.09301958978176117,0.10034772008657455,0.08569145202636719
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,144,0.09225274622440338,0.09987838566303253,0.08462711423635483
batch_count_learning_curve,copula_residual_noise_0_5_latent_noise_0_5,1,128,128,300,1334,1434,145,0.09051449596881866,0.0993569865822792,0.08167199790477753
